id,condition_id,question,slug,outcomes,outcome_prices,clob_token_ids,volume,liquidity,active,closed,end_date,created_at,market_maker_address,_fetched_at,created_ts,end_ts,volume_num
507869,0x4e2dd28f54a645ac62743a49116dfae0b6fd22ef4187ee2a340d1346ca612bcf,Will the LA Clippers win the 2025 NBA Finals?,will-the-la-clippers-win-the-2025-nba-finals,"[""Yes"", ""No""]","[""0"", ""1""]","[""53324254455450563344400636027576535376151041372106632125382807757609541279524"", ""12678087307908072980874753397253368184125655719786832992819161792141877722047""]",69838997.3981325,0.0,True,True,2025-06-23 05:00:00-07:00,2024-09-24 08:23:47.197063-07:00,,2026-02-03 22:24:51.447103,2024-09-24 08:23:47.197063,2025-06-23 05:00:00,69838997.3981325
507310,0x49508de1a82f3bacb7aa0cb80f33b06b147d648f6318e9e3732e949466b7026f,Will Red Star Belgrade win the UEFA Champions League?,will-red-star-belgrade-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""115444954793985379021585674637906429040673431842383841060700879125120309599637"", ""15967271499345993052394457372074652467537326289468757760173920841513252855086""]",69281806.2784465,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:35:44.247259-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:35:44.247259,2025-05-31 05:00:00,69281806.2784465
516767,0x244c75b2c6095b2e67699c10d0c6548d757d58a1ffea32ad6882c9a389803bd4,Will Pierre Poilievre be the next Canadian Prime Minister?,will-pierre-poilievre-be-the-next-canadian-prime-minister,"[""Yes"", ""No""]","[""0"", ""1""]","[""304223829867910478181460849192477530685410813637096841629263146254608207526"", ""107945661229032133314278422758316384974042957235190601935788628895276141846095""]",67376035.838465,0.0,True,True,2025-04-28 05:00:00-07:00,2024-12-29 22:30:06.032869-08:00,,2026-02-03 22:24:59.475633,2024-12-29 22:30:06.032869,2025-04-28 05:00:00,67376035.838465
506733,0xc69bb8590ecd5f8be946fc6efc4b5783b005e3e121e057f6297fa8e0b8852f1c,Brighton & Hove Albion wins the Premier League?,brighton-hove-albion-wins-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""83155643791123528545888271368970103667222416553800192242286164648782617698704"", ""1525092251178876772051777384030621149477633135682690118871201647355629676524""]",67314791.6835854,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:27:55.155801-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:27:55.155801,2025-05-25 05:00:00,67314791.6835854
512246,0x9170008ce066642f6dfe51292fe526bd842bd9ffa121ec9b053de8dfc1444123,Will Austin Scott be the first elected Speaker of the House for the 119th congress?,will-austin-scott-be-the-first-elected-speaker-of-the-house-for-the-119th-congress,"[""Yes"", ""No""]","[""0"", ""1""]","[""83081225549464525786604921429823254061702747984805625369909547871933046013906"", ""65560207284874123441584537082169611042873507837195788078935581907371546857254""]",67258993.77656,0.0,True,True,2025-06-30 05:00:00-07:00,2024-11-06 14:47:25.949244-08:00,,2026-02-03 22:24:54.975476,2024-11-06 14:47:25.949244,2025-06-30 05:00:00,67258993.77656
507864,0xba6c5ece6d70e46fc4fe5dfd73db248bc1a1a162bebc05e9b2cd8b91293cccce,Will the Detroit Pistons win the 2025 NBA Finals?,will-the-detroit-pistons-win-the-2025-nba-finals,"[""Yes"", ""No""]","[""0"", ""1""]","[""62675184775392818687850386773179147277071939888123341174586388834390873198930"", ""113939246727107320801430727949732220814282944993763319036902311234944794436517""]",61077508.080874,0.0,True,True,2025-06-23 05:00:00-07:00,2024-09-24 08:21:59.638942-07:00,,2026-02-03 22:24:51.447103,2024-09-24 08:21:59.638942,2025-06-23 05:00:00,61077508.080874
508805,0x8ee22fe88cca072ae19d757cea3c4ace6712d149d633185f85f583bd8fa73ed5,Will the Detroit Pistons win the Eastern Conference?,will-the-detroit-pistons-win-the-eastern-conference,"[""Yes"", ""No""]","[""0"", ""1""]","[""55432834365715440554672810958946349841611718977445116247615876555338080760100"", ""102802033807090288736667906651075808371625736397748470527462416488391991856143""]",60253518.153967,0.0,True,True,2025-06-05 05:00:00-07:00,2024-10-03 14:59:54.517164-07:00,,2026-02-03 22:24:52.078627,2024-10-03 14:59:54.517164,2025-06-05 05:00:00,60253518.153967
507882,0x4b73d2b80fcc70e12ba15b7c7ebe0c0a05a425d9b0c7707b03d3ae918c0e4d4b,Will the New Orleans Pelicans win the 2025 NBA Finals?,will-the-new-orleans-pelicans-win-the-2025-nba-finals,"[""Yes"", ""No""]","[""0"", ""1""]","[""1010444897610772034418471565694277104222994511206440263716736487091883703050"", ""21910940590035880587231013250258689116928948331566385767588553705426139885061""]",59019076.767924,0.0,True,True,2025-06-23 05:00:00-07:00,2024-09-24 08:28:16.311938-07:00,,2026-02-03 22:24:51.447103,2024-09-24 08:28:16.311938,2025-06-23 05:00:00,59019076.767924
512245,0x0e07d28fc57cf979bb6b09fa7ca9e7530c86fa5ac16bf0171a53d58cfd420e6b,Will Jack Bergman be the first elected Speaker of the House for the 119th congress?,will-jack-bergman-be-the-first-elected-speaker-of-the-house-for-the-119th-congress,"[""Yes"", ""No""]","[""0"", ""1""]","[""62245609622379299765169465480312589524657261442953990166038046572673569490658"", ""108471156524434518973805009388043350703773011538436876274713478216693894565581""]",58633495.646624,0.0,True,True,2025-06-30 05:00:00-07:00,2024-11-06 14:46:16.163597-08:00,,2026-02-03 22:24:54.975476,2024-11-06 14:46:16.163597,2025-06-30 05:00:00,58633495.646624
507858,0x2ee656b8bc037e24df53a6b1e33bd9ad12c913c065f564d965ebbfc79b5a4a8b,Will the Brooklyn Nets win the 2025 NBA Finals?,will-the-brooklyn-nets-win-the-2025-nba-finals,"[""Yes"", ""No""]","[""0"", ""1""]","[""74808598649087154479962525915198898970439765661905419246136442620490456818907"", ""58830303959343807887737446892913412681035722894592556971388696970828692123597""]",56529405.934386,0.0,True,True,2025-06-23 05:00:00-07:00,2024-09-24 08:19:25.773874-07:00,,2026-02-03 22:24:51.447103,2024-09-24 08:19:25.773874,2025-06-23 05:00:00,56529405.934386
510319,0xa5ac4cdcfff44ddfb0d332d33575f766414465786fb7d4350782db40d5e9da11,Trump ends Ukraine war in first 90 days?,trump-wins-ends-ukraine-war-in-90-days,"[""Yes"", ""No""]","[""0"", ""1""]","[""84888738552927367074645370589243532246434846262240067551074642775011167355434"", ""86857783363775257860227917708309268561005168570896999677788731255030014967896""]",56491984.2956951,0.0,True,True,2025-04-20 05:00:00-07:00,2024-10-21 11:09:12.014074-07:00,,2026-02-03 22:24:53.275733,2024-10-21 11:09:12.014074,2025-04-20 05:00:00,56491984.2956951
512248,0x34d650cd671bfe703a0bbb2b2aab0387afb6292a6cdf4a08836245246b4f7b54,Will Elise Stefanik be the first elected Speaker of the House for the 119th congress?,will-elise-stefanik-be-the-first-elected-speaker-of-the-house-for-the-119th-congress,"[""Yes"", ""No""]","[""0"", ""1""]","[""9709043459418676565235115093720068203715019366717274658072340786119112024797"", ""18659385250968208060382444418108575832949975483251250293936627899023630957353""]",54151183.846678,0.0,True,True,2025-06-30 05:00:00-07:00,2024-11-06 14:50:38.866524-08:00,,2026-02-03 22:24:54.975476,2024-11-06 14:50:38.866524,2025-06-30 05:00:00,54151183.846678
507860,0xc635cfc916000aff903b80fe81472fd8e6cdccb88f616e8d8befb78db66552d3,Will the Chicago Bulls win the 2025 NBA Finals?,will-the-chicago-bulls-win-the-2025-nba-finals,"[""Yes"", ""No""]","[""0"", ""1""]","[""489120874728803010565862863143873625743826985683641720297428018817488289476"", ""107469137285234988232566216258385332123376674117289940635363060092119786895774""]",53153256.9951301,0.0,True,True,2025-06-23 05:00:00-07:00,2024-09-24 08:20:08.778442-07:00,,2026-02-03 22:24:51.447103,2024-09-24 08:20:08.778442,2025-06-23 05:00:00,53153256.9951301
507305,0x6cf8b2ebe77711ab5c32fac330b8d493640cf25d278fa98bf65ddcfcb891171e,Will Paris Saint-Germain win the UEFA Champions League?,will-paris-saint-germain-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""1"", ""0""]","[""86960243408482463446813999345263072561280516246429155873240774618158609278919"", ""96778778499247858687433556610778629595253498100364033069368145728686917930097""]",51320576.4557441,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:30:16.770942-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:30:16.770942,2025-05-31 05:00:00,51320576.4557441
519068,0xaf51603d78545c838490bafe178ee9ff4c23d0c2161f15e0e530d3735229ad3f,Will Nicușor Dan win the Romanian presidential election?,romania-presidential-election-winner-will-nicuor-dan-win-the-romanian-presidential-election,"[""Yes"", ""No""]","[""1"", ""0""]","[""65635069780420563470359317634895637337713542089289204127626426923331166629221"", ""75108011059255100121309616647139761925541153138774950455720013752098078766968""]",50991003.196931,0.0,True,True,2025-12-31 04:00:00-08:00,2025-01-17 13:29:03.998361-08:00,,2026-02-03 22:25:01.848960,2025-01-17 13:29:03.998361,2025-12-31 04:00:00,50991003.196931
506736,0xa5bfa29f27399fce767abbff2d875bb5ad7a236748fb2818762641c4c1992632,Everton wins the Premier League?,everton-wins-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""28179090282093807467382718742019031223670663540080991208934067870223690983973"", ""21560999676613730302298565094638249415341536557838919732526107094464087708917""]",47715614.588373,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:29:10.144374-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:29:10.144374,2025-05-25 05:00:00,47715614.588373
507413,0xee922ba545ca6b4c9a8837b2827634cfc86ac6e0e74b2026c7f1212629a46fa0,Will another team win La Liga?,will-another-team-win-la-liga,"[""Yes"", ""No""]","[""0"", ""1""]","[""49855518054184322232101245936108699486005399663255153230172657128678288795141"", ""32788728668340717728816097465201028950758378683661269765345664765034093119473""]",46180509.9261022,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-18 09:15:52.297219-07:00,,2026-02-03 22:24:51.047724,2024-09-18 09:15:52.297219,2025-05-25 05:00:00,46180509.9261022
506737,0x030ffc12d4619622e3d318526e306008bc1fbf982fe95e92b649c9f40a135ad3,Fulham wins the Premier League?,fulham-wins-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""65661592405417984267066437223235056001699463687124602041720003480189576143687"", ""59592679804789655084419983772617102094652837284438068929153072929337840348730""]",45980562.580378,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:30:38.724764-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:30:38.724764,2025-05-25 05:00:00,45980562.580378
509105,0xbc67af13da50b8d9282d5f332b8835f8ab039c8f584a78695fddf1450a1c8679,Will the Philadelphia Flyers win the 2025 Stanley Cup?,will-the-philadelphia-flyers-win-the-2025-stanley-cup,"[""Yes"", ""No""]","[""0"", ""1""]","[""27820498787141695530727656368199489302580890312431469575862879105996567910286"", ""112565054382373336420910020909702864759456870332876109231816299018073898124688""]",45686975.6152203,0.0,True,True,2025-06-23 05:00:00-07:00,2024-10-07 12:22:00.208202-07:00,,2026-02-03 22:24:52.478696,2024-10-07 12:22:00.208202,2025-06-23 05:00:00,45686975.6152203
506731,0xd35868afa9257d08411f4c7d61601213fc3d9fa1ebbc1d963572263904be2616,Bournemouth wins the Premier League?,bournemouth-wins-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""20043121189468219599437255198027106640631597812114545269112896531495574826378"", ""75308226540519873239233623140240170988653500419723135176760582150191967925886""]",45034352.6773588,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:26:52.639211-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:26:52.639211,2025-05-25 05:00:00,45034352.6773588
513158,0xa6b3d50d6d1b60296fcf781134fb363ce9c6fe39f47fb03131b7d8af259fce66,Will Keith Rabois be appointed as the next Florida senator?,will-keith-rabois-be-appointed-as-the-next-florida-senator,"[""Yes"", ""No""]","[""0"", ""1""]","[""56856554121968232613220810264926793895452496974240963994907980604848741663150"", ""20326773346697190922018753042795567795461255545486082613495864669568621895410""]",44989666.665491,0.0,True,True,2025-06-30 05:00:00-07:00,2024-11-15 11:04:16.776366-08:00,,2026-02-03 22:24:56.118021,2024-11-15 11:04:16.776366,2025-06-30 05:00:00,44989666.665491
509107,0xbe18b72dc5fe801642372b31cf9351a9a35799a06773323a7104e97ebf4d4ec9,Will the San Jose Sharks win the 2025 Stanley Cup?,will-the-san-jose-sharks-win-the-2025-stanley-cup,"[""Yes"", ""No""]","[""0"", ""1""]","[""54470455522168499008148502075666936091694437787372686731462116764071773146426"", ""100011240754985175133308344098174275659898115811521552390386947477800470715278""]",43862428.04151,0.0,True,True,2025-06-23 05:00:00-07:00,2024-10-07 12:22:38.826465-07:00,,2026-02-03 22:24:52.478696,2024-10-07 12:22:38.826465,2025-06-23 05:00:00,43862428.04151
507891,0x4ea1a572e24ed7db20d3550ab0108603150b68f6829750ec331d90cce58a459a,Will the Portland Trail Blazers win the 2025 NBA Finals?,will-the-portland-trail-blazers-win-the-2025-nba-finals,"[""Yes"", ""No""]","[""0"", ""1""]","[""72659076268635854776984289986802263109247479351751091454397676694052042520051"", ""112106653085811654820658695719148041235998480824513371770646917012903068684890""]",42820461.103444,0.0,True,True,2025-06-23 05:00:00-07:00,2024-09-24 08:33:02.525844-07:00,,2026-02-03 22:24:51.447103,2024-09-24 08:33:02.525844,2025-06-23 05:00:00,42820461.103444
514139,0xd009ac14bccdd12925a2d9f8d910411556e4ed153337abb18a97b97fabcf7db0,Will Rafał Trzaskowski be the next President of Poland?,will-rafa-trzaskowski-be-the-next-president-of-poland,"[""Yes"", ""No""]","[""0"", ""1""]","[""9985510571211594606436989364549728150268400968429116207816527248582274291346"", ""95044204495071447962354072933210357509612220350121617225795580441278155097858""]",40863065.298881,0.0,True,True,2025-05-18 05:00:00-07:00,2024-11-26 07:55:19.072758-08:00,,2026-02-03 22:24:56.619812,2024-11-26 07:55:19.072758,2025-05-18 05:00:00,40863065.298881
506739,0x70752303a2d5fafa21bd6df7c7b90d63ab8ec71b56a7cf3fc49a9617633fd87a,Leicester City wins the Premier League?,leicester-city-wins-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""15392010570014294321481326327061868945420131405407343092798740122656658365604"", ""23864831701200115641125471871264534160212489301271022956314282212106957546277""]",39993196.630568,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:31:48.933418-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:31:48.933418,2025-05-25 05:00:00,39993196.630568
506732,0x5fd3d8604616935f40f6e57ba23f1b57ed8550f2a9df09b2c8be044c4c2489b8,Brentford wins the Premier League?,brentford-win-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""59719086471851132118057103160039200789268717383832814315021216098909788743101"", ""33763292427453668920177180185617727959874952408482608566675409221079692776263""]",39954624.5030888,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:27:29.596765-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:27:29.596765,2025-05-25 05:00:00,39954624.5030888
507863,0x497d6cf1098ea666aed470ead36e66ab5a9d54ff29cdf6357708a20aa1808e6e,Will the Denver Nuggets win the 2025 NBA Finals?,will-the-denver-nuggets-win-the-2025-nba-finals,"[""Yes"", ""No""]","[""0"", ""1""]","[""54931742970341376819266148374907616181683789362335343693000406620811688341687"", ""58478295977087015346215835777912032083969109801000796136608427270283697706638""]",38846310.001327,0.0,True,True,2025-06-23 05:00:00-07:00,2024-09-24 08:21:38.740908-07:00,,2026-02-03 22:24:51.447103,2024-09-24 08:21:38.740908,2025-06-23 05:00:00,38846310.001327
508806,0x5b8e32e1fbc08f9e7ab47d24593e67b950d95c13899a79a92921bfc106d0d7e1,Will the Indiana Pacers win the Eastern Conference?,will-the-indiana-pacers-win-the-eastern-conference,"[""Yes"", ""No""]","[""1"", ""0""]","[""42732666566615324810487840547538773808217520832406624513917058955766826446525"", ""20631260345186725316139595407306880915553068212829560319351759831564342076751""]",37391614.253381,0.0,True,True,2025-06-05 05:00:00-07:00,2024-10-03 15:00:13.529373-07:00,,2026-02-03 22:24:52.078627,2024-10-03 15:00:13.529373,2025-06-05 05:00:00,37391614.253381
507293,0x0e521f1ab1dfa3a37423f2ee229f7fc4907a9ef52fade96d112f11aa35591b71,Will Bologna win the UEFA Champions League? ,will-bologna-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""53075189684139451962265353213893278440036395729896052228241417014680582664400"", ""85350655894109361940782301405766884456583646937206825402300419669266846685657""]",36952708.8056862,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:25:01.678242-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:25:01.678242,2025-05-31 05:00:00,36952708.8056862
507292,0x127721b6a12d0d47c6f9fe7eddebb8af81461374fd89d0ff01d2da76bf7b3668,Will Benfica win the UEFA Champions League?,will-benfica-win-the-uefa-champions-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""77905041275157680059526117304125310864105789260858572487504150986945194556080"", ""69543165239135272076260391867604097772026075660531066352204920621770666180032""]",35397837.4947546,0.0,True,True,2025-05-31 05:00:00-07:00,2024-09-17 10:24:01.258056-07:00,,2026-02-03 22:24:51.047724,2024-09-17 10:24:01.258056,2025-05-31 05:00:00,35397837.4947546
506735,0xdc42f4785d777459645f7d5373c8f6eddbb30b703e1316ac17c527b22694f1b7,Crystal Palace wins the Premier League?,crystal-palace-wins-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""61629812628542112006184910806919500871073513586827345300858319585054511894263"", ""74818681607609980183378675854345377857227767745213319827008200003982957373663""]",35267758.6719579,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:28:49.918112-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:28:49.918112,2025-05-25 05:00:00,35267758.6719579
506746,0x005d2eab3e9c9b0418c45c8e97303668d88630a7287261180dc5edf700f197f9,Wolverhampton Wanderers win the Premier League?,wolverhampton-wanderers-win-the-premier-league,"[""Yes"", ""No""]","[""0"", ""1""]","[""64215530262495502153363605182146140091003251977117222727284612645879679878356"", ""107462148462423718539662405339556185016402697377465140556786062278985128985883""]",34783333.4737516,0.0,True,True,2025-05-25 05:00:00-07:00,2024-09-09 12:35:38.883846-07:00,,2026-02-03 22:24:50.543523,2024-09-09 12:35:38.883846,2025-05-25 05:00:00,34783333.4737516
