id,requester_label,state,title,volume,volume_bucket,archive_covers_period,condition_id,requestTimestamp_dt,proposalTimestamp_dt,disputeTimestamp_dt,settlementTimestamp_dt,hours_to_dispute,days_dispute_to_settlement,proposed_outcome,settled_outcome,outcome_flipped,went_to_unknown_5050,bond_usdc,reward_usdc,proposer,disputer
YES_OR_NO_QUERY-1764682008-0x74ace93c6bc3d695886ffe4fd33a749dac5395fb9afd4ca0e6de986010a7b1ab,managed_adapter_main,Settled,Will Trump release the Epstein files by December 19?,90915983.771306,high_profile,True,0xac9c6628a5398bb2a06f566854270a9fbc7f2badec4329d3b5fdc1407291c35b,2025-12-02 13:26:48+00:00,2025-12-19 21:03:45+00:00,2025-12-19 22:11:49+00:00,2025-12-24 00:52:19+00:00,1.1344444444444444,4.111458333333333,1.0,1.0,False,False,500.0,5.0,0xa556d8d0673943b9bcc26926484fdfa6eea62586,0x08d73d7f6831e89fb262c671d82d9d1202e4f016
YES_OR_NO_QUERY-1726597030-0xda18def8746261db40f04e6266c74cfc4beb4be3aedabc97b72165e3f7786edb,neg_risk_uma_adapter,Settled,Will Inter Milan win the UEFA Champions League?,82978657.0443518,high_profile,True,0x7beceb04f7b1d4f0dde80b58c6f43c23b8ad54b21c693e172c974f480b46483c,2024-09-17 18:17:10+00:00,2025-02-18 19:40:53+00:00,2025-02-18 19:44:19+00:00,2025-02-21 00:23:13+00:00,0.05722222222222222,2.1936805555555554,0.0,-5.789604461865809e+58,True,False,500.0,5.0,0x0db5aea9f41ce8398104e9d4694cfb18f146c493,0x21b5e6a6734b7065ddd2dc4fecfda5ab2622b06d
YES_OR_NO_QUERY-1764793667-0xc4615e065f1453219af4bd0ddd4ec8bb86ae8989f8c69e85afa8ef9039e25aa4,managed_adapter_main,Settled,"Will Eleven die in ""Stranger Things: Season 5""?",80824835.00196,high_profile,True,0x32707ae194389a70f25314ec934851daba12d893da616c492ffe8b655b7759a9,2025-12-03 20:27:47+00:00,2026-01-01 01:47:05+00:00,2026-01-01 02:47:03+00:00,2026-01-05 00:53:27+00:00,0.9994444444444445,3.921111111111111,0.0,0.0,False,False,500.0,5.0,0xe03090395d3b755abc39e964a66e662a5d1f1f3b,0x9c7c9f549a366093431d04d2c0eace200e47443b
YES_OR_NO_QUERY-1767235623-0xc4615e065f1453219af4bd0ddd4ec8bb86ae8989f8c69e85afa8ef9039e25aa4,managed_adapter_main,Settled,"Will Eleven die in ""Stranger Things: Season 5""?",80824835.00196,high_profile,True,0x32707ae194389a70f25314ec934851daba12d893da616c492ffe8b655b7759a9,2026-01-01 02:47:03+00:00,2026-01-01 02:48:11+00:00,2026-01-01 04:24:43+00:00,2026-01-05 00:43:49+00:00,1.6088888888888888,3.846597222222222,0.0,0.0,False,False,500.0,5.0,0x5ecde7348ea5100af4360dd7a6e0a3fb1d420787,0x0388cedb736843401805ebbd4038374f9a1eb923
YES_OR_NO_QUERY-1761495965-0x26278b28ec125b422960cda90b7d9c27da0bbef8723fbdbd331c3fd674200ffa,uma_adapter_v2,Settled,Xi Jinping out in 2025?,78655911.742866,high_profile,True,0xf2ce8d3897ac5009a131637d3575f1f91c579bd08eecce6ae2b2da0f32bbe6f1,2025-10-26 16:26:05+00:00,2025-10-29 03:42:43+00:00,2025-10-29 03:43:27+00:00,2025-11-02 00:41:08+00:00,0.012222222222222223,3.8733912037037035,0.0,-5.789604461865809e+58,True,False,500.0,5.0,0x333c15f06669cba81366cf76319f013f9d387999,0xb7ad15ad3457d8b4a3f9c5007bbf27c1f80092bd
YES_OR_NO_QUERY-1749757213-0x26278b28ec125b422960cda90b7d9c27da0bbef8723fbdbd331c3fd674200ffa,uma_adapter_v2,Settled,Xi Jinping out in 2025?,78655911.742866,high_profile,True,0xf2ce8d3897ac5009a131637d3575f1f91c579bd08eecce6ae2b2da0f32bbe6f1,2025-06-12 19:40:13+00:00,2025-10-26 16:25:09+00:00,2025-10-26 16:26:05+00:00,2025-10-29 00:41:01+00:00,0.015555555555555555,2.343703703703704,0.0,-5.789604461865809e+58,True,False,500.0,5.0,0xdd43953191d098b51e46224b210b1231b9b0d504,0x0db5aea9f41ce8398104e9d4694cfb18f146c493
YES_OR_NO_QUERY-1728998086-0x853e006c7a56788f46d7545b88d7f8384aed25a584272a058e8237951249dff9,uma_adapter_v2,Settled,Will Trump launch a coin before the election?,76899060.598799,high_profile,True,0x70de1b06646805d289744df352ed58b5612fafb3d0322e483243c32cb110f8a7,2024-10-15 13:14:46+00:00,2024-10-15 13:17:22+00:00,2024-10-15 14:15:06+00:00,2024-10-18 00:22:26+00:00,0.9622222222222222,2.421759259259259,1.0,1.0,False,False,500.0,5.0,0xc29ad1111449950f44485f49defe73739752c1a6,0xaedbe6c9da0a424ed59053c956497f0d15f70e52
YES_OR_NO_QUERY-1718667412-0x853e006c7a56788f46d7545b88d7f8384aed25a584272a058e8237951249dff9,uma_adapter_v2,Settled,Will Trump launch a coin before the election?,76899060.598799,high_profile,True,0x70de1b06646805d289744df352ed58b5612fafb3d0322e483243c32cb110f8a7,2024-06-17 23:36:52+00:00,2024-10-15 13:02:28+00:00,2024-10-15 13:14:46+00:00,2024-10-18 00:22:36+00:00,0.205,2.463773148148148,1.0,1.0,False,False,500.0,5.0,0xdf08ffc4619e0324b3d38f85d5f07a5cf31f133f,0x448848febd981ae10481aa898163dac8ccaadf03
YES_OR_NO_QUERY-1764435007-0xe57c93a6e7c104d84591171942286a6a56a56bad6500792647a8f0d0371889c6,uma_adapter_v3,Settled,Will Polymarket US go live in 2025?,65428102.459334,high_profile,True,0x77b4a1d4cd398a86c18b6bb9b5218917dc9f04b01a3cd4bae1c71ea345f15fa8,2025-11-29 16:50:07+00:00,2025-12-01 15:53:44+00:00,2025-12-01 15:59:04+00:00,2025-12-06 00:32:35+00:00,0.08888888888888889,4.356608796296296,1.0,1.0,False,False,500.0,5.0,0xd465b09026c5afa6b0dac64763eae359a34aeb86,0x52fc4b11440285178097030af2d1a655996409fd
YES_OR_NO_QUERY-1753165872-0xe57c93a6e7c104d84591171942286a6a56a56bad6500792647a8f0d0371889c6,uma_adapter_v3,Settled,Will Polymarket US go live in 2025?,65428102.459334,high_profile,True,0x77b4a1d4cd398a86c18b6bb9b5218917dc9f04b01a3cd4bae1c71ea345f15fa8,2025-07-22 06:31:12+00:00,2025-11-29 16:49:27+00:00,2025-11-29 16:50:07+00:00,2025-12-02 00:41:26+00:00,0.011111111111111112,2.327303240740741,1.0,-5.789604461865809e+58,True,False,500.0,5.0,0xb6cb7c3c2f8fb7ffaa25fc44f6ca394f2a77f196,0xafbc204c19933f6b9bc78f42eb309fb059098975
YES_OR_NO_QUERY-1763336313-0xa9a1144e077a05afc62eeeee40a019470d15b07108f8e76ef11e19336ab11073,managed_adapter_main,Settled,Lighter market cap (FDV) >$1B one day after launch?,55056697.127347,high_profile,True,0x478dfc905dd9f44631e7b3a2a76f8aaf5680bc77fd17fe79179664b0ca819a18,2025-11-16 23:38:33+00:00,2025-12-31 06:50:17+00:00,2025-12-31 07:23:07+00:00,2026-01-03 00:51:55+00:00,0.5472222222222223,2.7283333333333335,1.0,1.0,False,False,500.0,5.0,0xa556d8d0673943b9bcc26926484fdfa6eea62586,0xec9a6eab6cba27a82b891308e54ffaba6ac4fa92
YES_OR_NO_QUERY-1767165787-0xa9a1144e077a05afc62eeeee40a019470d15b07108f8e76ef11e19336ab11073,managed_adapter_main,Settled,Lighter market cap (FDV) >$1B one day after launch?,55056697.127347,high_profile,True,0x478dfc905dd9f44631e7b3a2a76f8aaf5680bc77fd17fe79179664b0ca819a18,2025-12-31 07:23:07+00:00,2025-12-31 07:28:33+00:00,2025-12-31 07:33:25+00:00,2026-01-03 00:51:59+00:00,0.0811111111111111,2.721226851851852,1.0,1.0,False,False,500.0,5.0,0x86cc5e1e8fb20102fa7a0fa4afeaf1cbe1be273d,0x070ca718bdc1ae09f6ddbf38a6a27ed4013115d2
YES_OR_NO_QUERY-1751156998-0x79e4665869969a45518063866618babed62545ca269bfaacc0a3f2c7cab73ad5,uma_adapter_v2,Settled,Israel x Iran ceasefire before July?,51779894.19503,high_profile,True,0x3b2f19935f2a969634a7aca52b69cf653d957ec6243bdfcb97dd830003e90624,2025-06-29 00:29:58+00:00,2025-06-29 00:33:48+00:00,2025-06-29 00:35:30+00:00,2025-07-03 00:30:52+00:00,0.028333333333333332,3.9967824074074074,1.0,1.0,False,False,500.0,5.0,0xe33142c30b0b83cd13b0caad9014bc997f9c70cd,0x93a692fe5477902c3cf5f6997c1cf59a3712ced4
YES_OR_NO_QUERY-1750726261-0x79e4665869969a45518063866618babed62545ca269bfaacc0a3f2c7cab73ad5,uma_adapter_v2,Settled,Israel x Iran ceasefire before July?,51779894.19503,high_profile,True,0x3b2f19935f2a969634a7aca52b69cf653d957ec6243bdfcb97dd830003e90624,2025-06-24 00:51:01+00:00,2025-06-24 01:10:47+00:00,2025-06-24 02:52:51+00:00,2025-06-29 00:28:00+00:00,1.701111111111111,4.899409722222222,1.0,-5.789604461865809e+58,True,False,500.0,5.0,0x36b09e274b1e5cd62c8d362949881800be786968,0x3e72d5fd634a27aa8fbaf766efc064c414015ddb
YES_OR_NO_QUERY-1750012484-0x79e4665869969a45518063866618babed62545ca269bfaacc0a3f2c7cab73ad5,uma_adapter_v2,Settled,Israel x Iran ceasefire before July?,51779894.19503,high_profile,True,0x3b2f19935f2a969634a7aca52b69cf653d957ec6243bdfcb97dd830003e90624,2025-06-15 18:34:44+00:00,2025-06-23 23:57:59+00:00,2025-06-24 00:51:01+00:00,2025-06-29 00:27:54+00:00,0.8838888888888888,4.9839467592592595,1.0,-5.789604461865809e+58,True,False,500.0,5.0,0xa05b1e594d0d26ac0ad9a9be19196e2e08e3348c,0xd7f6ebdf0235f587154e2d7d38f9d80568494993
YES_OR_NO_QUERY-1767250307-0x4a7d36bb38d81e68ed8d02a1dfddea80f360e194449a94b351c74599689fa8fb,managed_adapter_main,Settled,US x Venezuela military engagement by December 31?,51073020.592839,high_profile,True,0x62b0cd598091a179147acbd4616400f804acfdff6f76f029944b481b37cbd45f,2026-01-01 06:51:47+00:00,2026-01-01 06:53:51+00:00,2026-01-01 07:22:01+00:00,2026-01-05 00:33:37+00:00,0.46944444444444444,3.716388888888889,0.0,0.0,False,False,500.0,5.0,0x9c1f9b97cd995a9c0cf0ffe20f4d2f5e9c830c09,0xb19899c8ba82a1f90c903d83f6840060093abd85
YES_OR_NO_QUERY-1757091516-0x4a7d36bb38d81e68ed8d02a1dfddea80f360e194449a94b351c74599689fa8fb,managed_adapter_main,Settled,US x Venezuela military engagement by December 31?,51073020.592839,high_profile,True,0x62b0cd598091a179147acbd4616400f804acfdff6f76f029944b481b37cbd45f,2025-09-05 16:58:36+00:00,2026-01-01 05:00:19+00:00,2026-01-01 06:51:47+00:00,2026-01-05 00:52:33+00:00,1.8577777777777778,3.7505324074074076,0.0,0.0,False,False,500.0,5.0,0xa556d8d0673943b9bcc26926484fdfa6eea62586,0xb19899c8ba82a1f90c903d83f6840060093abd85
YES_OR_NO_QUERY-1743737018-0xe3c8f3bf11b6b6c676625ba12c756b9c5dac2ac540057f09a622af3838e43283,uma_adapter_v2,Settled,Yoon out as president of South Korea before May?,40212917.298398,high_profile,True,0x6b24a578e8644f45e49130da20267e466163dc35fee34dd23357a68530d34381,2025-04-04 03:23:38+00:00,2025-04-04 03:24:20+00:00,2025-04-04 03:26:12+00:00,2025-04-08 00:22:35+00:00,0.03111111111111111,3.872488425925926,1.0,1.0,False,False,500.0,5.0,0x4aff45db38763ec934a002618a75055165a21788,0x3e72d5fd634a27aa8fbaf766efc064c414015ddb
YES_OR_NO_QUERY-1742503999-0xe3c8f3bf11b6b6c676625ba12c756b9c5dac2ac540057f09a622af3838e43283,uma_adapter_v2,Settled,Yoon out as president of South Korea before May?,40212917.298398,high_profile,True,0x6b24a578e8644f45e49130da20267e466163dc35fee34dd23357a68530d34381,2025-03-20 20:53:19+00:00,2025-04-04 02:27:42+00:00,2025-04-04 03:23:38+00:00,2025-04-08 00:22:31+00:00,0.9322222222222222,3.874224537037037,1.0,1.0,False,False,500.0,5.0,0x22c2bbd19e1ec62e01875cec6b5a36e60eaaff38,0x3e72d5fd634a27aa8fbaf766efc064c414015ddb
YES_OR_NO_QUERY-1733013534-0x6111089fc644d5adbf19bd1e6a5aed01834b2fbe1989e27ef01047771675a65e,uma_adapter_v2,Settled,Israel x Hezbollah Ceasefire in 2024?,40061277.633281,high_profile,True,0x54a1d0da9b18ac0dd1b1ae10fad2eb782427733e4ad2f14f190b979bbb5c7d65,2024-12-01 00:38:54+00:00,2024-12-01 00:39:50+00:00,2024-12-01 01:26:11+00:00,2024-12-05 00:22:32+00:00,0.7725,3.955798611111111,1.0,1.0,False,False,500.0,5.0,0xb5ff0fa5d0875a4fca4c9944614d8199e8185543,0x788373eb6a2c046d55855072002adfc9e20405e7
YES_OR_NO_QUERY-1727193785-0x6111089fc644d5adbf19bd1e6a5aed01834b2fbe1989e27ef01047771675a65e,uma_adapter_v2,Settled,Israel x Hezbollah Ceasefire in 2024?,40061277.633281,high_profile,True,0x54a1d0da9b18ac0dd1b1ae10fad2eb782427733e4ad2f14f190b979bbb5c7d65,2024-09-24 16:03:05+00:00,2024-11-26 23:06:25+00:00,2024-11-27 00:58:57+00:00,2024-12-01 00:22:34+00:00,1.8755555555555556,3.974733796296296,1.0,-5.789604461865809e+58,True,False,500.0,5.0,0x3e8379fa4e49648d88dc6c885abd776adbdc2132,0xd3d600c6b869cba407e249f59cf9af48c421a660
YES_OR_NO_QUERY-1732669137-0x6111089fc644d5adbf19bd1e6a5aed01834b2fbe1989e27ef01047771675a65e,uma_adapter_v2,Settled,Israel x Hezbollah Ceasefire in 2024?,40061277.633281,high_profile,True,0x54a1d0da9b18ac0dd1b1ae10fad2eb782427733e4ad2f14f190b979bbb5c7d65,2024-11-27 00:58:57+00:00,2024-11-27 01:03:13+00:00,2024-11-27 01:09:43+00:00,2024-12-01 00:27:29+00:00,0.10833333333333334,3.9706712962962962,1.0,-5.789604461865809e+58,True,False,500.0,5.0,0xb14d5505b28b8b00685855a2cd14a8f2b63b35a0,0xd3d600c6b869cba407e249f59cf9af48c421a660
YES_OR_NO_QUERY-1764084439-0x6ecd76c2ebdea20bad852eb32850101b81b0f1e22c7a6326f537f372920782a2,managed_adapter_main,Settled,Monad market cap (FDV) >$4B one day after launch?,34894820.551069,high_profile,True,0xa886b40d69b4733df3086a6b3f106ab783e1ac7fa91fea42ad807a00ed0f6846,2025-11-25 15:27:19+00:00,2025-11-25 15:28:51+00:00,2025-11-25 15:40:05+00:00,2025-11-28 00:31:39+00:00,0.18722222222222223,2.3691435185185186,0.0,0.0,False,False,500.0,5.0,0x397a89e36d2004295c5de5e9698d96eb477f0c6c,0xa60bf94cbdecdf5a52ed52f2cfe2872de09b469c
YES_OR_NO_QUERY-1761417963-0x6ecd76c2ebdea20bad852eb32850101b81b0f1e22c7a6326f537f372920782a2,managed_adapter_main,Settled,Monad market cap (FDV) >$4B one day after launch?,34894820.551069,high_profile,True,0xa886b40d69b4733df3086a6b3f106ab783e1ac7fa91fea42ad807a00ed0f6846,2025-10-25 18:46:03+00:00,2025-11-25 14:05:21+00:00,2025-11-25 15:27:19+00:00,2025-11-28 00:30:39+00:00,1.366111111111111,2.377314814814815,0.0,0.0,False,False,500.0,5.0,0x189f27f55a1801007349351d22603009b1f79d3d,0xa60bf94cbdecdf5a52ed52f2cfe2872de09b469c
YES_OR_NO_QUERY-1768596138-0x8e711e0a3dc67d6671e9ca4312308e8c6ff8c06e57bf4de141daa0ff16f0dd87,managed_adapter_main,Settled,"Will Melania say ""Career"" during AI talk on Friday?",31097575.061839,high_profile,True,0xb3dbb0f2e1df15cc820e0cde749eb112bf160994ec53a8ac57dceff9dbe5007e,2026-01-16 20:42:18+00:00,2026-01-16 20:47:06+00:00,2026-01-16 21:18:20+00:00,2026-01-21 00:33:28+00:00,0.5205555555555555,4.135509259259259,0.0,0.0,False,False,500.0,5.0,0x52764dd44eb51b0d21cd08e5497035f256ea7754,0x6e202bc17e6f17383b78ab683576615a8296b052
YES_OR_NO_QUERY-1768497322-0x8e711e0a3dc67d6671e9ca4312308e8c6ff8c06e57bf4de141daa0ff16f0dd87,managed_adapter_main,Settled,"Will Melania say ""Career"" during AI talk on Friday?",31097575.061839,high_profile,True,0xb3dbb0f2e1df15cc820e0cde749eb112bf160994ec53a8ac57dceff9dbe5007e,2026-01-15 17:15:22+00:00,2026-01-16 20:09:40+00:00,2026-01-16 20:42:18+00:00,2026-01-21 01:03:12+00:00,0.5438888888888889,4.181180555555556,0.0,0.0,False,False,500.0,5.0,0x52764dd44eb51b0d21cd08e5497035f256ea7754,0x07e9ddcbeb02b121df864ede32e79e6d11fcd4cc
YES_OR_NO_QUERY-1769951232-0x0c8d400454512a35df3a2c2e59af4fd4ae2d4d48b6ae35bd0763c20800df6bbb,neg_risk_uma_adapter,Settled,Will Trump nominate Kevin Warsh as the next Fed chair?,28837338.607644,high_profile,True,0x61b66d02793b4a68ab0cc25be60d65f517fe18c7d654041281bb130341244fcc,2026-02-01 13:07:12+00:00,2026-02-01 13:13:18+00:00,2026-02-01 13:13:52+00:00,2026-02-04 00:46:42+00:00,0.009444444444444445,2.4811342592592593,1.0,-5.789604461865809e+58,True,False,500.0,5.0,0x58eefd863153474468e019b507dcc0808119d055,0xe166a709d65c44a03b7345e346fb6fe8526f94d2
YES_OR_NO_QUERY-1754414481-0x0c8d400454512a35df3a2c2e59af4fd4ae2d4d48b6ae35bd0763c20800df6bbb,neg_risk_uma_adapter,Settled,Will Trump nominate Kevin Warsh as the next Fed chair?,28837338.607644,high_profile,True,0x61b66d02793b4a68ab0cc25be60d65f517fe18c7d654041281bb130341244fcc,2025-08-05 17:21:21+00:00,2026-02-01 13:05:20+00:00,2026-02-01 13:07:12+00:00,2026-02-04 00:46:38+00:00,0.03111111111111111,2.4857175925925925,1.0,-5.789604461865809e+58,True,False,500.0,5.0,0x58eefd863153474468e019b507dcc0808119d055,0xbf8bd9f30c4e4104172dc0dd29aed76f25757b1d
YES_OR_NO_QUERY-1750733873-0x18e8fa604a96e48178d1fa52110dd276aba7cba86bc4cbc9c99f532fe7cc1cdf,uma_adapter_v2,Settled,Fordow nuclear facility destroyed before July?,28623187.178979,high_profile,True,0xfe4ddfdf4e6b6188967331f5932c8ec6dcbc815572ef9f3566b5d903a708b61f,2025-06-24 02:57:53+00:00,2025-06-26 10:13:44+00:00,2025-06-26 11:27:04+00:00,2025-07-01 00:27:32+00:00,1.2222222222222223,4.541990740740741,1.0,1.0,False,False,500.0,5.0,0x88a8386b6c4e2ab0bc359b36a555a6be9cb253c5,0xf22c5bbb2bef346d7d0ca12e6c038e688c0d1985
YES_OR_NO_QUERY-1750015005-0x18e8fa604a96e48178d1fa52110dd276aba7cba86bc4cbc9c99f532fe7cc1cdf,uma_adapter_v2,Settled,Fordow nuclear facility destroyed before July?,28623187.178979,high_profile,True,0xfe4ddfdf4e6b6188967331f5932c8ec6dcbc815572ef9f3566b5d903a708b61f,2025-06-15 19:16:45+00:00,2025-06-24 02:56:53+00:00,2025-06-24 02:57:53+00:00,2025-06-27 00:27:58+00:00,0.016666666666666666,2.895891203703704,1.0,-5.789604461865809e+58,True,False,500.0,5.0,0xd7f9df8290100b398fe39532cd35f8efac468586,0xd7f6ebdf0235f587154e2d7d38f9d80568494993
YES_OR_NO_QUERY-1769928954-0x816cc23e3472f2ccc65e255ae83de7d0b30f346231f11e4e610c0ab65702c03a,managed_adapter_main,Settled,U.S. anti-cartel ground operation in Mexico by January 31?,28408393.436147,high_profile,True,0x05beef793157deb1cc34e2d3159539f461b73c7eeaa3b5348617c10eed5509d0,2026-02-01 06:55:54+00:00,2026-02-01 07:03:40+00:00,2026-02-01 07:26:10+00:00,2026-02-04 00:26:48+00:00,0.375,2.7087731481481483,0.0,1.0,True,False,500.0,5.0,0x9c1f9b97cd995a9c0cf0ffe20f4d2f5e9c830c09,0xbf8bd9f30c4e4104172dc0dd29aed76f25757b1d
YES_OR_NO_QUERY-1767986550-0x816cc23e3472f2ccc65e255ae83de7d0b30f346231f11e4e610c0ab65702c03a,managed_adapter_main,Settled,U.S. anti-cartel ground operation in Mexico by January 31?,28408393.436147,high_profile,True,0x05beef793157deb1cc34e2d3159539f461b73c7eeaa3b5348617c10eed5509d0,2026-01-09 19:22:30+00:00,2026-02-01 05:01:22+00:00,2026-02-01 06:55:54+00:00,2026-02-04 01:13:48+00:00,1.9088888888888889,2.7624305555555555,0.0,1.0,True,False,500.0,5.0,0x176a56a10b952c4ab1acb234384e97c5574bbdf9,0xbf8bd9f30c4e4104172dc0dd29aed76f25757b1d
